"fraud_case_id","transaction_id","cardholder_id","card_id","alert_date","fraud_type","investigation_status","chargeback_amount","loss_amount","model_score"
"607","20697","10033","20704","2025-08-24","account_takeover","recovered","1344.68","312.85","0.308"
"608","179345","11576","5946","2025-10-29","card_not_present","under_review","2539.32","5831.64","0.517"
"609","66635","16903","9835","2025-12-05","account_takeover","under_review","5949.82","3220.49","0.983"
"610","127469","6904","8785","2025-10-01","counterfeit","recovered","5771.36","3632.01","0.377"
"611","105408","8835","10921","2025-06-20","friendly_fraud","under_review","1959.3","4612.23","0.469"
"612","176564","3179","8207","2025-11-07","card_not_present","recovered","27.59","2426.82","0.584"
"613","86827","4551","1476","2025-05-15","friendly_fraud","under_review","4991.34","4218.62","0.738"
"614","133868","10968","24108","2025-05-27","friendly_fraud","false_positive","4319.11","1119.95","0.251"
"615","120021","12710","1962","2025-06-01","counterfeit","under_review","3969.19","1582.79","0.567"
"616","43015","154","22808","2025-06-10","identity_theft","recovered","7564.17","1645.61","0.218"
"617","57662","9249","10614","2025-04-06","friendly_fraud","false_positive","3720.22","2814.88","0.931"
"618","78730","16818","12685","2025-10-15","merchant_collusion","false_positive","3190.06","2291.01","0.628"
"619","150335","1392","22493","2025-11-15","identity_theft","recovered","2154.25","5868.24","0.235"
"620","160801","8647","12656","2025-02-23","identity_theft","false_positive","7932.29","3844.97","0.71"
"621","111488","15221","12927","2025-10-30","identity_theft","false_positive","7272.85","5245.17","0.712"
"622","149008","16533","12910","2025-02-19","account_takeover","recovered","7089.82","249.96","0.951"
"623","111319","12831","486","2025-08-24","friendly_fraud","recovered","6903.93","5394.34","0.265"
"624","68529","3013","24255","2025-03-18","account_takeover","under_review","6826.6","1494.86","0.937"
"625","162750","13489","21254","2025-07-28","friendly_fraud","recovered","7438.6","3385.74","0.192"
"626","112447","2429","19864","2025-08-26","account_takeover","confirmed_fraud","4253.78","5482.42","0.389"
"627","61268","827","3325","2025-10-21","identity_theft","under_review","1838.39","4757.11","0.977"
"628","35916","4420","10309","2025-08-28","friendly_fraud","confirmed_fraud","4168.27","804.44","0.78"
"629","124611","15573","8860","2025-03-16","card_not_present","under_review","4523.17","1847.93","0.584"
"630","87210","10278","6380","2025-10-20","counterfeit","confirmed_fraud","7064.94","3756.62","0.637"
"631","71734","10040","11475","2025-05-31","counterfeit","recovered","3784.73","5383.44","0.994"
"632","167392","3881","11159","2025-05-16","counterfeit","false_positive","3626.43","2153.92","0.547"
"633","122273","5948","5235","2025-10-06","account_takeover","confirmed_fraud","5239.75","5609.46","0.641"
"634","43117","2980","12000","2025-09-08","friendly_fraud","recovered","7446.0","1360.47","0.502"
"635","9656","4529","21829","2025-08-21","merchant_collusion","recovered","1928.02","1184.86","0.629"
"636","19371","14855","13590","2025-10-08","friendly_fraud","recovered","7971.53","2389.39","0.563"
"637","142375","10143","7368","2025-10-09","account_takeover","confirmed_fraud","4161.94","1572.1","0.251"
"638","15777","7209","2917","2025-09-07","merchant_collusion","recovered","7021.11","5037.99","0.74"
"639","73137","11616","18142","2025-01-23","friendly_fraud","recovered","1586.65","3336.56","0.418"
"640","138466","298","22455","2025-11-17","counterfeit","confirmed_fraud","3738.53","5955.78","0.956"
"641","148024","13566","5398","2025-03-16","account_takeover","false_positive","3294.25","2783.75","0.591"
"642","6510","16030","4379","2025-09-30","card_not_present","under_review","5439.54","3245.43","0.466"
"643","31640","10956","21020","2025-12-20","merchant_collusion","false_positive","5210.08","141.18","0.671"
"644","59159","17973","15437","2025-10-26","friendly_fraud","false_positive","3053.92","1784.21","0.346"
"645","53778","9245","22974","2025-02-05","card_not_present","false_positive","1912.05","5343.57","0.732"
"646","10074","13263","10815","2025-07-04","account_takeover","recovered","4317.67","4214.61","0.539"
"647","46883","6999","13642","2025-10-23","friendly_fraud","confirmed_fraud","6882.85","2396.54","0.511"
"648","89823","7214","10517","2025-09-11","account_takeover","false_positive","2106.51","4521.62","0.277"
"649","140389","13669","15936","2025-03-20","friendly_fraud","false_positive","4513.1","388.72","0.628"
"650","120930","8988","6033","2025-02-20","friendly_fraud","under_review","4151.9","2903.54","0.914"
"651","52652","1878","16420","2025-04-09","card_not_present","recovered","7944.06","292.83","0.702"
"652","42549","10480","12866","2025-11-03","account_takeover","confirmed_fraud","1527.4","2688.57","0.204"
"653","124415","2853","2186","2025-09-28","friendly_fraud","confirmed_fraud","7492.54","2567.39","0.793"
"654","70912","15616","16985","2025-01-05","card_not_present","confirmed_fraud","4709.88","5657.42","0.655"
"655","170082","17482","15070","2025-09-12","identity_theft","confirmed_fraud","5268.13","1410.25","0.866"
"656","131622","9210","3657","2025-07-12","card_not_present","recovered","5164.37","5216.5","0.758"
"657","11327","10980","23455","2025-11-14","identity_theft","under_review","2697.39","991.45","0.557"
"658","18252","11005","13045","2025-09-24","card_not_present","recovered","3972.6","5193.5","0.785"
"659","111278","11928","4122","2025-04-16","merchant_collusion","confirmed_fraud","4052.98","2714.32","0.625"
"660","56055","1746","17457","2025-11-07","friendly_fraud","false_positive","342.61","5907.0","0.597"
"661","88249","5877","21890","2025-08-21","merchant_collusion","under_review","6257.58","1179.64","0.257"
"662","35199","167","23102","2025-08-10","card_not_present","recovered","1327.21","5327.74","0.761"
"663","59942","9626","22383","2025-10-14","identity_theft","confirmed_fraud","7052.29","4570.11","0.268"
"664","160428","187","3058","2025-02-27","identity_theft","confirmed_fraud","3436.39","4194.38","0.206"
"665","28089","6580","2041","2025-09-12","account_takeover","recovered","2121.0","3238.45","0.163"
"666","143335","4012","10058","2025-12-20","account_takeover","false_positive","258.17","4140.3","0.391"
"667","23399","15824","18657","2025-05-30","identity_theft","false_positive","3222.83","1965.36","0.923"
"668","153794","7459","963","2025-01-23","merchant_collusion","false_positive","6921.68","5561.9","0.965"
"669","109964","5004","16160","2025-01-08","merchant_collusion","false_positive","5249.62","3697.89","0.316"
"670","5466","10608","10550","2025-02-08","account_takeover","confirmed_fraud","212.03","5123.58","0.49"
"671","113044","7695","15731","2025-01-09","identity_theft","recovered","5461.65","5674.88","0.962"
"672","98478","13028","15820","2025-04-26","merchant_collusion","recovered","7318.46","5639.3","0.313"
"673","88082","5121","24125","2025-06-05","friendly_fraud","confirmed_fraud","2228.16","2561.48","0.71"
"674","133761","4951","9794","2025-02-16","card_not_present","false_positive","336.01","215.4","0.634"
"675","118471","17989","2972","2025-04-27","counterfeit","under_review","2965.24","4727.98","0.271"
"676","168656","14929","15167","2025-03-18","card_not_present","false_positive","4153.75","2579.95","0.258"
"677","48983","5600","2297","2025-06-29","account_takeover","under_review","4357.72","4010.43","0.979"
"678","120701","15605","3951","2025-07-09","counterfeit","false_positive","4329.28","476.57","0.118"
"679","28448","6089","17956","2025-03-03","card_not_present","under_review","7134.32","4201.97","0.333"
"680","132511","12842","19943","2025-05-25","identity_theft","under_review","4310.61","5828.69","0.101"
"681","90337","17620","6907","2025-03-13","friendly_fraud","confirmed_fraud","5365.12","1050.06","0.135"
"682","137341","1740","11723","2025-07-03","identity_theft","confirmed_fraud","7113.93","2025.01","0.458"
"683","134392","13054","569","2025-09-05","card_not_present","false_positive","1924.96","3441.25","0.953"
"684","170689","6843","23425","2025-11-09","account_takeover","false_positive","39.14","123.07","0.117"
"685","78906","9578","6556","2025-05-03","friendly_fraud","under_review","6997.2","2933.42","0.28"
"686","93695","7313","16510","2025-02-22","identity_theft","false_positive","2019.08","4874.16","0.397"
"687","152230","7664","4302","2025-05-29","counterfeit","recovered","6014.8","1516.66","0.787"
"688","159456","2892","5034","2025-04-05","account_takeover","under_review","5900.6","5353.54","0.232"
"689","163438","14905","22085","2025-04-25","friendly_fraud","confirmed_fraud","833.89","963.7","0.055"
"690","30197","5409","3566","2025-05-24","merchant_collusion","under_review","7467.9","2159.53","0.067"
"691","98810","12025","14902","2025-11-17","account_takeover","confirmed_fraud","1512.53","5390.79","0.323"
"692","128752","4083","9027","2025-01-08","counterfeit","under_review","6377.99","1230.41","0.615"
"693","15207","8039","17214","2025-03-01","account_takeover","false_positive","4158.9","4476.24","0.118"
"694","77936","11450","10835","2025-08-23","account_takeover","confirmed_fraud","1794.13","2086.47","0.455"
"695","166377","15833","879","2025-09-23","account_takeover","false_positive","7516.83","3275.22","0.159"
"696","20349","12911","10068","2025-02-14","card_not_present","false_positive","1682.96","814.31","0.781"
"697","159256","10719","19356","2025-03-07","account_takeover","recovered","6587.35","3636.03","0.969"
"698","159848","16954","13650","2025-11-18","friendly_fraud","false_positive","2932.59","3532.64","0.2"
"699","37755","13678","12149","2025-12-21","friendly_fraud","false_positive","4083.17","2954.63","0.596"
"700","123431","13814","9497","2025-08-28","friendly_fraud","under_review","4567.15","130.12","0.974"
"701","11497","2691","6809","2025-06-07","counterfeit","false_positive","5501.51","236.38","0.69"
"702","55455","1646","22291","2025-12-25","friendly_fraud","confirmed_fraud","3618.02","4976.13","0.483"
"703","81978","17539","3476","2025-05-09","merchant_collusion","false_positive","2231.8","5839.36","0.889"
"704","133315","9593","19522","2025-02-07","friendly_fraud","under_review","6179.51","2316.34","0.989"
"705","23289","8428","19861","2025-12-23","card_not_present","false_positive","5129.78","4142.35","0.527"
"706","25837","14888","12046","2025-12-02","merchant_collusion","under_review","2916.93","4249.75","0.654"
"707","140088","2501","5560","2025-08-07","identity_theft","false_positive","5452.55","1764.0","0.22"
"708","97828","13418","21422","2025-03-17","account_takeover","confirmed_fraud","2531.49","757.67","0.225"
"709","114783","10084","20038","2025-01-20","merchant_collusion","under_review","6754.56","828.15","0.701"
"710","56806","4209","18072","2025-11-10","identity_theft","recovered","2902.61","2840.98","0.618"
"711","179730","17261","7897","2025-11-15","card_not_present","under_review","3634.97","847.62","0.151"
"712","152174","14942","525","2025-05-13","card_not_present","false_positive","5801.58","1894.2","0.965"
"713","173294","8957","19920","2025-04-29","account_takeover","false_positive","1128.09","2358.94","0.609"
"714","74667","664","4424","2025-04-29","account_takeover","confirmed_fraud","176.9","5242.81","0.175"
"715","126990","6917","7244","2025-06-11","merchant_collusion","under_review","6152.18","1192.71","0.603"
"716","179229","9462","18782","2025-10-12","identity_theft","false_positive","218.01","3832.03","0.258"
"717","79342","13267","21431","2025-12-10","card_not_present","confirmed_fraud","4723.58","3127.53","0.741"
"718","174813","14066","14886","2025-02-25","merchant_collusion","false_positive","468.11","2576.1","0.72"
"719","116288","1290","14496","2025-10-22","card_not_present","recovered","6373.18","3611.44","0.132"
"720","72095","14799","8107","2025-05-11","merchant_collusion","confirmed_fraud","4914.51","2092.82","0.511"
"721","94495","3678","15672","2025-11-09","identity_theft","confirmed_fraud","667.83","3017.58","0.558"
"722","51574","1575","20687","2025-02-06","counterfeit","false_positive","5547.8","1067.7","0.019"
"723","70653","2892","18386","2025-03-18","account_takeover","false_positive","874.33","1315.3","0.684"
"724","108573","14566","12125","2025-01-20","card_not_present","false_positive","2137.21","2818.12","0.42"
"725","95960","17428","14972","2025-10-29","card_not_present","recovered","4273.64","5762.64","0.967"
"726","61900","6385","8590","2025-05-26","identity_theft","under_review","1210.32","5286.86","0.065"
"727","146389","8660","10454","2025-06-29","account_takeover","under_review","3731.98","4980.89","0.069"
"728","81998","9409","7157","2025-05-14","card_not_present","confirmed_fraud","6812.88","2536.35","0.565"
"729","174221","17995","5854","2025-11-24","friendly_fraud","under_review","4283.26","2291.41","0.397"
"730","113130","12540","12050","2025-10-18","identity_theft","under_review","5656.01","2235.42","0.963"
"731","44583","14893","16987","2025-09-07","friendly_fraud","false_positive","1496.69","2234.41","0.434"
"732","130996","14708","10427","2025-03-17","counterfeit","recovered","3327.01","4078.74","0.096"
"733","10970","13630","7765","2025-07-12","counterfeit","confirmed_fraud","2212.83","164.7","0.175"
"734","51960","12926","11617","2025-03-22","account_takeover","recovered","818.74","988.28","0.423"
"735","64436","5935","8518","2025-03-08","account_takeover","false_positive","2723.98","2169.77","0.08"
"736","44445","17420","8657","2025-09-09","counterfeit","under_review","498.47","5658.4","0.198"
"737","35380","5824","8435","2025-09-13","identity_theft","false_positive","6408.18","4946.28","0.914"
"738","12413","11244","17181","2025-03-23","friendly_fraud","false_positive","1865.03","1204.58","0.603"
"739","34241","5","12594","2025-08-04","identity_theft","recovered","1504.25","5657.5","0.995"
"740","33770","12588","12207","2025-12-08","account_takeover","false_positive","6536.41","2291.1","0.023"
"741","72506","9397","2216","2025-10-31","counterfeit","under_review","1077.9","5646.01","0.666"
"742","126239","11560","12238","2025-09-01","identity_theft","recovered","1424.97","2223.49","0.227"
"743","8705","8832","12796","2025-01-16","merchant_collusion","under_review","329.15","3911.16","0.788"
"744","9803","7180","19488","2025-06-04","card_not_present","confirmed_fraud","5135.74","4791.91","0.779"
"745","142298","6085","20689","2025-04-08","counterfeit","under_review","3207.68","3051.94","0.274"
"746","93191","3802","19826","2025-06-28","card_not_present","confirmed_fraud","2531.32","5029.23","0.218"
"747","129631","9284","12208","2025-03-25","identity_theft","under_review","2935.14","2653.63","0.717"
"748","40125","31","17990","2025-01-30","counterfeit","recovered","4485.31","2125.46","0.334"
"749","170489","13755","4069","2025-06-19","card_not_present","recovered","4406.78","2296.79","0.658"
"750","86573","11004","14197","2025-07-05","merchant_collusion","under_review","3334.39","1543.16","0.666"
"751","9977","17032","10963","2025-01-04","counterfeit","confirmed_fraud","5182.83","167.79","0.937"
"752","137985","12779","14878","2025-06-19","card_not_present","under_review","7606.22","2351.38","0.242"
"753","37426","13427","9949","2025-07-18","card_not_present","false_positive","4379.24","4879.67","0.587"
"754","164227","683","5465","2025-08-23","identity_theft","under_review","6752.45","4287.01","0.374"
"755","94257","6702","14775","2025-04-23","card_not_present","under_review","80.01","1124.14","0.378"
"756","138128","10016","4188","2025-01-02","counterfeit","under_review","4508.92","2514.05","0.963"
"757","42071","15088","11570","2025-07-08","counterfeit","under_review","110.1","5686.41","0.896"
"758","58262","8481","11871","2025-01-06","friendly_fraud","false_positive","3157.84","4004.99","0.978"
"759","68975","15450","19415","2025-07-10","counterfeit","false_positive","1126.68","2809.9","0.321"
"760","25790","14633","12505","2025-12-02","card_not_present","under_review","5519.01","1707.11","0.638"
"761","28128","9406","7558","2025-10-08","card_not_present","under_review","1458.38","3143.19","0.3"
"762","132119","6734","21666","2025-01-04","account_takeover","confirmed_fraud","2922.22","1116.42","0.519"
"763","131818","16362","24179","2025-08-25","card_not_present","false_positive","1664.39","1705.6","0.713"
"764","38938","1977","5218","2025-11-22","friendly_fraud","recovered","5598.19","600.31","0.439"
"765","58932","13944","18628","2025-02-20","friendly_fraud","confirmed_fraud","3419.02","1289.88","0.336"
"766","8311","14664","11588","2025-09-28","identity_theft","false_positive","894.43","3125.01","0.596"
"767","15076","12248","21392","2025-11-24","merchant_collusion","confirmed_fraud","2464.9","4599.7","0.799"
"768","10742","6001","3464","2025-08-06","account_takeover","confirmed_fraud","6977.55","5140.11","0.153"
"769","144887","17256","13051","2025-09-09","card_not_present","confirmed_fraud","5986.3","3913.57","0.15"
"770","103442","12937","17198","2025-12-24","account_takeover","under_review","1395.21","5392.09","0.48"
"771","52103","7086","17255","2025-02-21","account_takeover","under_review","2587.2","392.69","0.994"
"772","126113","17265","8557","2025-05-17","merchant_collusion","false_positive","5808.08","3345.75","0.292"
"773","70888","4867","4746","2025-12-01","merchant_collusion","recovered","5162.69","5290.77","0.022"
"774","117298","13273","24245","2025-12-31","identity_theft","recovered","2543.26","3145.92","0.881"
"775","50884","11824","7554","2025-06-07","identity_theft","under_review","4120.67","4979.7","0.91"
"776","88759","17239","12919","2025-10-02","card_not_present","recovered","2343.47","5913.23","0.4"
"777","140295","10106","3819","2025-09-29","account_takeover","false_positive","399.69","5948.35","0.118"
"778","25210","15613","12043","2025-07-30","friendly_fraud","confirmed_fraud","7250.06","3274.6","0.449"
"779","136844","7662","12840","2025-01-29","identity_theft","under_review","2455.89","688.12","0.588"
"780","127138","10205","23394","2025-12-17","identity_theft","confirmed_fraud","2990.55","4724.57","0.82"
"781","79871","17827","7964","2025-09-29","card_not_present","false_positive","1257.4","4946.4","0.953"
"782","137430","8074","11997","2025-05-21","friendly_fraud","false_positive","5311.27","5407.77","0.017"
"783","107533","8145","17392","2025-09-02","merchant_collusion","recovered","3563.16","4665.07","0.658"
"784","153174","13682","5747","2025-05-08","identity_theft","confirmed_fraud","1627.99","5979.49","0.662"
"785","177923","4445","10107","2025-01-21","counterfeit","confirmed_fraud","5247.09","3916.66","0.564"
"786","59232","8283","9135","2025-06-02","identity_theft","false_positive","827.97","656.66","0.686"
"787","175820","181","3577","2025-09-02","account_takeover","false_positive","4.14","3494.16","0.627"
"788","64025","879","22597","2025-12-20","merchant_collusion","under_review","237.67","510.49","0.368"
"789","104818","8706","9479","2025-06-05","account_takeover","confirmed_fraud","3777.01","2169.85","0.564"
"790","65406","4745","6700","2025-08-08","account_takeover","recovered","1600.8","1303.07","0.017"
"791","170148","14041","24011","2025-05-29","merchant_collusion","recovered","2605.32","2463.76","0.987"
"792","34031","16237","23227","2025-01-09","merchant_collusion","confirmed_fraud","6648.68","5315.96","0.873"
"793","12511","9904","24041","2025-03-23","account_takeover","confirmed_fraud","4473.51","633.88","0.894"
"794","105106","4582","13935","2025-06-13","card_not_present","false_positive","1389.54","4373.05","0.263"
"795","6","16608","10361","2025-08-20","merchant_collusion","recovered","3557.58","5827.21","0.987"
"796","45866","15042","22745","2025-01-25","identity_theft","confirmed_fraud","7854.45","3717.29","0.447"
"797","170062","6015","13754","2025-06-15","card_not_present","under_review","5743.76","4252.37","0.51"
"798","125870","11424","2556","2025-02-08","friendly_fraud","under_review","3424.29","1922.35","0.714"
"799","99786","713","4114","2025-02-09","identity_theft","under_review","7218.29","3976.71","0.272"
"800","1950","4530","1400","2025-01-31","friendly_fraud","confirmed_fraud","1964.54","3388.85","0.4"
"801","48840","16757","2621","2025-05-02","card_not_present","confirmed_fraud","707.33","1687.94","0.669"
"802","32680","7254","12093","2025-11-07","counterfeit","under_review","1184.96","319.33","0.042"
"803","12311","628","1157","2025-05-01","counterfeit","false_positive","615.42","5451.8","0.78"
"804","84740","13425","15923","2025-03-06","counterfeit","confirmed_fraud","6053.36","196.13","0.972"
"805","155917","5267","2280","2025-06-30","account_takeover","confirmed_fraud","3499.83","5364.05","0.91"
"806","48302","4204","13496","2025-03-14","friendly_fraud","false_positive","6501.81","3943.94","0.926"
"807","168744","15408","23998","2025-10-27","card_not_present","false_positive","4416.41","2933.93","0.9"
"808","131631","17928","23447","2025-06-24","friendly_fraud","under_review","5406.37","2861.96","0.254"
"809","39961","15165","19051","2025-08-08","merchant_collusion","confirmed_fraud","1973.5","1551.57","0.554"
"810","21195","14871","3180","2025-10-26","account_takeover","false_positive","7604.46","2671.76","0.225"
"811","170332","1881","13834","2025-02-06","counterfeit","false_positive","949.23","3124.05","0.524"
"812","153383","5263","21908","2025-10-03","account_takeover","false_positive","5759.76","3715.48","0.77"
"813","123910","167","4233","2025-09-07","card_not_present","confirmed_fraud","2269.58","129.68","0.822"
"814","131518","3812","17772","2025-01-16","merchant_collusion","under_review","1555.1","3089.3","0.659"
"815","150298","15403","11611","2025-09-27","counterfeit","false_positive","7138.77","4508.8","0.826"
"816","49861","2425","1025","2025-10-22","account_takeover","under_review","6945.5","374.81","0.327"
"817","170116","16129","3806","2025-12-15","counterfeit","recovered","3255.42","4097.58","0.32"
"818","51321","6097","6113","2025-02-09","identity_theft","recovered","7962.96","1741.49","0.055"
"819","136024","10040","15181","2025-01-17","counterfeit","under_review","1210.94","5842.33","0.131"
"820","177089","5168","16615","2025-09-06","friendly_fraud","recovered","3929.66","4759.65","0.023"
"821","18917","5181","3628","2025-04-29","counterfeit","recovered","2770.98","1844.46","0.914"
"822","93273","3526","1546","2025-09-01","merchant_collusion","recovered","2044.88","3226.78","0.165"
"823","121374","94","11566","2025-12-17","friendly_fraud","false_positive","784.32","9.97","0.401"
"824","45752","12643","8799","2025-07-31","merchant_collusion","confirmed_fraud","973.04","3944.68","0.436"
"825","161190","3662","19868","2025-01-14","merchant_collusion","under_review","1360.6","5943.33","0.922"
"826","140338","16330","2437","2025-01-17","account_takeover","false_positive","6937.58","1531.44","0.645"
"827","48572","6895","8861","2025-11-30","account_takeover","under_review","1230.97","3677.46","0.292"
"828","129067","1935","18752","2025-10-26","card_not_present","confirmed_fraud","3457.65","3541.86","0.071"
"829","49780","16612","2639","2025-01-06","friendly_fraud","recovered","2023.38","166.93","0.66"
"830","47781","5525","22617","2025-11-20","identity_theft","confirmed_fraud","6882.0","1164.07","0.866"
"831","32282","16066","17362","2025-10-31","identity_theft","under_review","6477.18","186.96","0.074"
"832","101508","16891","20297","2025-10-13","merchant_collusion","confirmed_fraud","4000.57","2897.68","0.141"
"833","48784","17143","4819","2025-10-29","counterfeit","recovered","413.83","5513.37","0.39"
"834","151662","15298","19945","2025-07-05","counterfeit","under_review","7751.99","5868.09","0.133"
"835","140007","10540","7794","2025-07-02","friendly_fraud","recovered","6609.51","4329.21","0.343"
"836","167951","3630","10628","2025-12-01","merchant_collusion","under_review","1876.25","5505.96","0.639"
"837","72048","9375","2017","2025-02-08","card_not_present","confirmed_fraud","6930.87","953.45","0.527"
"838","36597","3012","16050","2025-09-04","account_takeover","recovered","670.02","1568.34","0.094"
"839","32484","775","7163","2025-10-02","friendly_fraud","recovered","1198.18","385.29","0.176"
"840","37089","1537","22976","2025-04-24","account_takeover","confirmed_fraud","5945.03","887.61","0.284"
"841","34212","2358","17351","2025-06-20","account_takeover","confirmed_fraud","4434.92","754.89","0.172"
"842","123779","10469","13044","2025-05-19","friendly_fraud","confirmed_fraud","158.6","5125.76","0.149"
"843","145770","5877","22544","2025-09-21","identity_theft","false_positive","7092.62","4323.74","0.773"
"844","34892","5630","2719","2025-02-07","friendly_fraud","false_positive","2476.61","1763.92","0.929"
"845","27872","9691","10619","2025-04-05","friendly_fraud","under_review","2725.61","5947.77","0.566"
"846","131026","4645","5746","2025-01-11","account_takeover","under_review","7103.77","3353.96","0.368"
"847","45230","7592","7424","2025-08-21","friendly_fraud","false_positive","5757.27","5105.82","0.409"
"848","119852","15181","6493","2025-06-07","merchant_collusion","under_review","894.43","5233.65","0.052"
"849","170312","5137","1226","2025-12-12","merchant_collusion","recovered","5713.76","2887.93","0.063"
"850","132506","13458","3211","2025-12-29","merchant_collusion","confirmed_fraud","3359.03","2660.21","0.468"
"851","56819","17576","16111","2025-02-21","card_not_present","false_positive","4229.47","4915.23","0.598"
"852","132063","14121","22518","2025-01-25","identity_theft","confirmed_fraud","6305.34","4739.11","0.372"
"853","100814","4429","6600","2025-10-26","identity_theft","confirmed_fraud","893.54","5680.15","0.895"
"854","165080","9407","18383","2025-10-20","identity_theft","false_positive","7532.84","4439.27","0.059"
"855","144588","2228","18417","2025-02-18","friendly_fraud","confirmed_fraud","5093.2","5839.94","0.177"
"856","10874","15308","7714","2025-02-20","merchant_collusion","recovered","3423.73","638.88","0.451"
"857","8525","1171","1633","2025-10-14","merchant_collusion","recovered","570.77","4528.56","0.806"
"858","35251","14562","23545","2025-05-21","account_takeover","under_review","1070.87","1335.43","0.655"
"859","140066","8","22849","2025-10-20","friendly_fraud","under_review","268.88","4753.02","0.246"
"860","81353","15523","9680","2025-05-03","friendly_fraud","confirmed_fraud","364.38","5053.95","0.032"
"861","73732","5009","24166","2025-07-20","merchant_collusion","under_review","2715.75","5317.35","0.303"
"862","46812","8535","6960","2025-04-01","identity_theft","under_review","4127.8","1824.84","0.984"
"863","51908","5172","12080","2025-09-12","friendly_fraud","confirmed_fraud","2208.61","1687.74","0.553"
"864","176546","2692","3","2025-04-21","identity_theft","confirmed_fraud","3555.75","1448.43","0.58"
"865","101980","12763","4150","2025-05-29","card_not_present","false_positive","2817.6","2936.18","0.721"
"866","112479","11463","7840","2025-12-03","counterfeit","under_review","7899.35","3296.69","0.036"
"867","147087","8558","12966","2025-09-23","card_not_present","false_positive","1365.8","2156.56","0.365"
"868","1129","9560","17776","2025-01-31","merchant_collusion","under_review","7650.49","1323.11","0.798"
"869","70575","17199","20417","2025-05-05","identity_theft","under_review","3881.46","2336.41","0.204"
"870","6026","9540","15731","2025-10-25","merchant_collusion","confirmed_fraud","5714.94","3572.21","0.399"
"871","9975","4058","9061","2025-08-09","friendly_fraud","under_review","1165.03","3514.53","0.101"
"872","164885","691","6951","2025-11-08","counterfeit","under_review","5897.72","4833.07","0.744"
"873","53170","5461","7324","2025-02-08","account_takeover","under_review","7484.39","1856.11","0.776"
"874","65355","12493","9456","2025-07-02","counterfeit","confirmed_fraud","3848.84","4942.44","0.692"
"875","13419","2703","1736","2025-09-11","account_takeover","recovered","1294.48","2714.45","0.593"
"876","73300","4096","17524","2025-01-14","friendly_fraud","false_positive","7506.7","94.56","0.773"
"877","163870","4432","13280","2025-09-03","friendly_fraud","recovered","3664.57","2089.78","0.436"
"878","109312","1745","3132","2025-05-22","friendly_fraud","false_positive","1162.38","5551.06","0.307"
"879","76565","8416","7526","2025-06-11","counterfeit","confirmed_fraud","7482.83","2958.04","0.537"
"880","29892","13591","23630","2025-11-24","card_not_present","recovered","2688.13","47.71","0.847"
"881","83629","13982","16397","2025-06-11","counterfeit","confirmed_fraud","1106.14","4874.47","0.077"
"882","65189","2969","14893","2025-12-20","account_takeover","confirmed_fraud","1586.62","3712.9","0.879"
"883","45832","17384","23304","2025-05-29","identity_theft","confirmed_fraud","6909.32","2074.8","0.373"
"884","164035","10478","23806","2025-12-15","card_not_present","false_positive","2924.52","1156.38","0.894"
"885","38574","13716","3754","2025-04-14","merchant_collusion","confirmed_fraud","2954.69","5183.81","0.225"
"886","152609","11624","9256","2025-11-17","card_not_present","confirmed_fraud","6255.1","4788.48","0.964"
"887","125092","13588","12705","2025-02-22","friendly_fraud","false_positive","7158.11","3391.07","0.979"
"888","60070","9484","11123","2025-11-26","card_not_present","confirmed_fraud","4574.79","793.6","0.485"
"889","26108","11217","24049","2025-08-02","identity_theft","confirmed_fraud","7154.53","2077.43","0.664"
"890","70495","9026","13684","2025-03-11","friendly_fraud","false_positive","7224.06","652.41","0.018"
"891","75388","2643","22556","2025-11-03","merchant_collusion","false_positive","7607.03","5872.66","0.295"
"892","148786","12661","3669","2025-09-01","card_not_present","under_review","2650.31","2807.74","0.073"
"893","160544","12607","18058","2025-10-25","card_not_present","recovered","7836.51","2680.58","0.324"
"894","137466","11727","12312","2025-06-23","account_takeover","confirmed_fraud","6562.42","5294.9","0.678"
"895","76389","11930","4296","2025-09-03","account_takeover","false_positive","399.24","1057.32","0.176"
"896","111201","10075","7643","2025-10-04","friendly_fraud","false_positive","4359.72","3181.95","0.381"
"897","40372","10204","6125","2025-11-22","account_takeover","recovered","5660.34","2586.77","0.064"
"898","25056","24","13312","2025-03-07","identity_theft","under_review","6877.17","5984.4","0.689"
"899","22804","10739","5987","2025-09-17","card_not_present","false_positive","3709.97","983.9","0.753"
"900","128803","17254","881","2025-01-14","merchant_collusion","under_review","3976.1","4763.35","0.245"
"901","159717","6300","17229","2025-02-26","card_not_present","under_review","1210.62","3085.27","0.099"
"902","83111","6479","14576","2025-10-07","account_takeover","recovered","1346.34","5240.67","0.825"
"903","67410","15591","10331","2025-07-04","account_takeover","under_review","4456.8","1575.57","0.927"
"904","39623","227","11903","2025-07-10","identity_theft","false_positive","1267.71","1377.94","0.534"
"905","31313","11792","14285","2025-05-08","identity_theft","confirmed_fraud","4799.07","997.65","0.103"
"906","103577","11803","22177","2025-06-09","card_not_present","confirmed_fraud","7281.77","2711.36","0.475"
"907","47255","7098","5322","2025-03-15","friendly_fraud","false_positive","3609.5","2933.26","0.118"
"908","8569","4691","19610","2025-09-07","friendly_fraud","confirmed_fraud","4311.34","1795.31","0.507"
"909","93629","315","21536","2025-02-01","card_not_present","recovered","7305.73","3977.56","0.955"
