"metric_id","merchant_id","metric_date","transactions_total","approved_amount","decline_rate","fraud_alerts_total","confirmed_fraud_total","chargeback_rate","loss_amount"
"691","4343","2025-12-06","855","204457.95","0.1866","85","20","0.0071","79.64"
"692","10819","2025-12-15","1287","25878.03","0.0306","16","20","0.1522","14505.35"
"693","9281","2025-07-07","1485","141335.45","0.079","56","20","0.0658","45199.4"
"694","4309","2025-09-26","1419","11977.22","0.1235","67","15","0.1154","18592.73"
"695","9776","2025-07-24","65","152082.16","0.0517","49","18","0.0643","27578.6"
"696","3048","2025-06-14","923","250276.32","0.1652","61","29","0.0642","49259.06"
"697","5775","2025-08-22","983","1869.51","0.1273","29","25","0.1226","24342.36"
"698","4517","2025-04-09","122","166962.65","0.0153","11","30","0.0525","23993.97"
"699","13435","2025-03-08","82","163413.89","0.0532","48","23","0.0812","16811.94"
"700","1959","2025-03-17","1511","198587.83","0.0568","11","24","0.0798","44477.39"
"701","12595","2025-10-07","1490","252183.55","0.2005","30","17","0.0038","486.14"
"702","6958","2025-06-07","689","192899.92","0.1556","58","15","0.0936","46336.51"
"703","2545","2025-03-16","1437","239663.31","0.2169","4","18","0.1533","632.59"
"704","14710","2025-01-05","1279","34413.91","0.0185","64","18","0.021","42834.5"
"705","255","2025-11-25","1058","214770.06","0.2421","62","19","0.0065","24535.02"
"706","14390","2025-01-04","846","208211.88","0.0129","89","3","0.0221","39187.27"
"707","11778","2025-04-02","679","132140.07","0.1793","70","16","0.0812","14759.89"
"708","2339","2025-01-26","353","39679.14","0.0395","8","6","0.0317","26534.56"
"709","9246","2025-03-12","380","184118.72","0.0021","79","16","0.0441","26534.05"
"710","1052","2025-10-02","723","121783.01","0.0022","83","30","0.1456","24397.88"
"711","10940","2025-11-05","613","138957.85","0.1347","29","4","0.0203","48336.0"
"712","5367","2025-12-15","1607","96564.0","0.0542","80","27","0.0764","18534.72"
"713","483","2025-06-19","938","249966.28","0.0836","74","17","0.0813","6189.21"
"714","2266","2025-02-01","1553","151627.29","0.0286","5","4","0.0363","48548.7"
"715","1253","2025-05-29","47","19931.96","0.1776","22","7","0.1264","27294.75"
"716","13643","2025-09-14","1718","94164.41","0.1136","79","27","0.0732","13994.81"
"717","12327","2025-05-27","1779","115811.91","0.1374","22","5","0.146","30216.0"
"718","7711","2025-11-25","225","123514.85","0.0279","51","11","0.1119","20478.56"
"719","579","2025-04-15","226","139493.31","0.1493","69","8","0.0141","45200.52"
"720","13058","2025-03-18","156","171189.84","0.059","21","15","0.0467","45929.43"
"721","325","2025-10-06","237","181339.18","0.25","34","24","0.049","26819.63"
"722","668","2025-10-06","64","64978.79","0.0254","57","1","0.0993","38317.39"
"723","8726","2025-07-10","650","176950.76","0.2201","31","4","0.0386","38825.39"
"724","1557","2025-03-04","887","262433.1","0.193","73","29","0.1017","13594.28"
"725","2529","2025-06-08","429","97861.4","0.1535","56","28","0.0642","9240.04"
"726","3600","2025-02-16","1224","18230.8","0.2122","84","28","0.0659","49865.12"
"727","3090","2025-01-30","379","60251.48","0.0651","19","2","0.0742","17518.45"
"728","7413","2025-07-04","323","248954.46","0.0016","8","10","0.1407","21163.67"
"729","10819","2025-01-24","1762","100679.69","0.0317","23","18","0.1442","39129.0"
"730","10474","2025-12-04","1621","125137.14","0.0371","16","9","0.0298","45072.67"
"731","2892","2025-11-28","1266","103535.89","0.0652","2","21","0.0513","4046.22"
"732","8686","2025-01-04","977","161537.82","0.0925","33","13","0.0579","36116.97"
"733","6510","2025-02-10","983","49575.05","0.1982","14","29","0.1451","16344.57"
