"transaction_id","cardholder_id","card_id","merchant_id","transaction_date","merchant_category","transaction_amount","merchant_country","entry_mode","transaction_currency"
"2304","10546","19719","3838","2025-03-30","digital_services","3885.88","br","contactless","usd"
"2305","4374","3210","4087","2025-04-29","travel","880.05","fr","ecommerce","gbp"
"2306","16334","2682","2387","2025-03-06","travel","6720.2","fr","manual_keyed","eur"
"2307","11428","10170","10402","2025-06-02","fuel","8053.06","uk","wallet","cad"
"2308","12976","16457","10616","2025-07-31","electronics","7210.11","us","chip","eur"
"2309","7755","9083","5749","2025-07-03","digital_services","2558.87","sg","contactless","gbp"
"2310","17533","4654","6563","2025-08-16","cash_advance","6351.23","de","ecommerce","cad"
"2311","13583","19583","13911","2025-11-23","gaming","7118.92","mx","chip","usd"
"2312","12796","1212","3825","2025-09-04","cash_advance","6992.88","de","manual_keyed","eur"
"2313","11724","13056","10536","2025-05-09","digital_services","6222.29","sg","chip","eur"
"2314","8823","10566","14161","2025-05-26","cash_advance","4007.0","us","manual_keyed","gbp"
"2315","4454","22466","12127","2025-08-16","digital_services","8202.34","us","manual_keyed","usd"
"2316","17593","23324","9653","2025-06-04","grocery","5816.44","us","manual_keyed","eur"
"2317","4007","16794","13929","2025-02-16","fuel","6594.0","br","manual_keyed","usd"
"2318","6965","22387","6025","2025-06-19","electronics","7369.73","ae","contactless","cad"
"2319","1843","915","7356","2025-09-10","digital_services","9060.4","de","chip","gbp"
"2320","1398","15947","5385","2025-08-31","travel","5439.71","sg","chip","cad"
"2321","1767","24020","380","2025-02-18","travel","196.95","mx","ecommerce","usd"
"2322","11201","19400","2611","2025-06-16","jewelry","7561.41","uk","contactless","eur"
"2323","745","11093","10231","2025-09-13","fuel","8526.97","mx","chip","usd"
"2324","16883","16469","12717","2025-09-12","grocery","1569.54","mx","wallet","eur"
"2325","2669","14870","12357","2025-07-10","gaming","2571.79","br","contactless","gbp"
"2326","11623","2553","7268","2025-08-05","cash_advance","5253.16","uk","wallet","eur"
"2327","5193","18396","11765","2025-08-08","grocery","9246.83","br","chip","eur"
"2328","13917","23404","7438","2025-07-22","electronics","5006.28","uk","manual_keyed","cad"
"2329","11834","23595","11403","2025-03-31","electronics","5071.47","uk","contactless","usd"
"2330","13266","18335","1201","2025-07-24","gaming","8136.48","sg","chip","usd"
"2331","9763","22548","12498","2025-12-26","cash_advance","7026.9","ae","ecommerce","eur"
"2332","9825","16568","12027","2025-07-10","jewelry","6660.07","fr","contactless","eur"
"2333","11417","3364","12246","2025-10-20","electronics","3255.22","us","wallet","cad"
"2334","17008","13242","3744","2025-08-27","fuel","954.12","us","ecommerce","eur"
"2335","6856","14487","11089","2025-01-12","grocery","427.43","ae","ecommerce","eur"
"2336","1064","3564","2037","2025-01-01","cash_advance","6132.7","fr","manual_keyed","eur"
"2337","15729","7409","2199","2025-03-24","cash_advance","738.48","ae","wallet","gbp"
"2338","9160","21633","3431","2025-04-09","gaming","3149.99","de","ecommerce","usd"
"2339","1344","20222","14385","2025-08-15","electronics","5258.39","us","wallet","gbp"
"2340","10822","22954","3094","2025-02-03","gaming","5044.0","br","chip","cad"
"2341","12057","22488","8504","2025-02-13","gaming","5818.69","uk","manual_keyed","usd"
"2342","7500","17943","13834","2025-05-26","gaming","6604.9","br","contactless","cad"
"2343","12318","7518","10264","2025-04-29","digital_services","2771.15","uk","wallet","gbp"
"2344","9656","22272","5401","2025-07-31","grocery","5042.12","mx","contactless","cad"
"2345","6745","2509","2061","2025-09-22","digital_services","158.35","fr","wallet","gbp"
"2346","4551","14171","1685","2025-12-01","electronics","6689.74","us","chip","usd"
"2347","16193","3364","1463","2025-09-19","cash_advance","5717.0","de","chip","usd"
"2348","5870","13992","3710","2025-09-17","digital_services","3763.39","fr","ecommerce","cad"
"2349","7837","14985","13286","2025-06-21","electronics","1184.01","ae","ecommerce","eur"
"2350","17258","966","9286","2025-07-06","cash_advance","8515.45","mx","manual_keyed","usd"
"2351","16982","12583","8752","2025-09-01","electronics","7706.17","de","ecommerce","usd"
"2352","2208","437","11544","2025-01-20","travel","660.98","br","contactless","eur"
"2353","16429","21378","411","2025-12-20","fuel","6761.93","us","contactless","cad"
"2354","472","3285","3248","2025-03-26","travel","1630.93","ae","chip","usd"
"2355","5429","12157","5903","2025-04-04","gaming","1402.73","de","chip","gbp"
"2356","1789","16844","923","2025-05-19","fuel","4665.73","mx","ecommerce","gbp"
"2357","8982","20190","4658","2025-09-08","electronics","5669.09","sg","contactless","eur"
"2358","1871","10098","3575","2025-03-13","digital_services","330.71","uk","wallet","cad"
"2359","251","20801","13631","2025-06-08","gaming","7184.08","fr","wallet","usd"
"2360","12205","23488","4545","2025-04-29","gaming","4990.63","uk","contactless","gbp"
"2361","1585","8881","4077","2025-10-19","grocery","8261.56","br","chip","cad"
"2362","8513","20637","6725","2025-02-01","travel","3624.64","us","contactless","gbp"
"2363","5596","3776","2716","2025-11-04","gaming","625.49","us","wallet","gbp"
"2364","11762","11312","4588","2025-02-03","gaming","6040.61","br","ecommerce","usd"
"2365","8055","1728","4428","2025-06-29","gaming","3188.08","uk","contactless","usd"
"2366","1952","17957","3808","2025-02-22","electronics","5402.15","mx","manual_keyed","gbp"
"2367","301","17036","10458","2025-08-29","grocery","9435.01","mx","wallet","usd"
"2368","15672","8867","5884","2025-02-23","jewelry","8688.53","de","contactless","gbp"
"2369","6956","10299","8772","2025-10-31","fuel","7503.29","sg","manual_keyed","cad"
"2370","8598","3775","7690","2025-03-24","gaming","8520.56","mx","chip","eur"
"2371","3479","23406","13825","2025-01-02","grocery","4319.79","br","contactless","cad"
"2372","11607","3081","10386","2025-02-06","electronics","9465.18","uk","contactless","usd"
"2373","10957","5274","13168","2025-11-24","cash_advance","3763.42","de","contactless","eur"
"2374","7150","6029","1763","2025-04-18","grocery","1255.63","de","ecommerce","usd"
"2375","6913","16125","8693","2025-03-05","grocery","8436.9","us","chip","usd"
"2376","15350","6530","2006","2025-09-27","fuel","2246.81","fr","contactless","gbp"
"2377","16662","2411","3989","2025-10-13","gaming","6731.09","de","manual_keyed","eur"
"2378","10873","21043","421","2025-05-21","jewelry","4152.4","us","manual_keyed","usd"
"2379","15054","9614","4421","2025-04-27","gaming","6067.99","mx","wallet","usd"
"2380","6706","4422","5079","2025-03-30","jewelry","6501.92","de","ecommerce","cad"
"2381","537","19057","7491","2025-09-01","travel","3937.2","ae","manual_keyed","gbp"
"2382","2581","5890","6079","2025-10-11","grocery","7911.59","de","chip","gbp"
"2383","14469","6575","11161","2025-06-22","travel","6486.06","br","contactless","cad"
"2384","12192","5407","1383","2025-02-20","gaming","2948.74","sg","contactless","gbp"
"2385","13349","23603","3452","2025-04-17","electronics","67.39","fr","ecommerce","cad"
"2386","10972","22666","13653","2025-12-13","fuel","1297.22","us","chip","usd"
"2387","12403","16238","11606","2025-10-18","gaming","9166.72","de","wallet","usd"
"2388","13729","2717","2197","2025-08-06","grocery","3317.94","us","contactless","eur"
"2389","3627","13540","2817","2025-09-07","digital_services","4926.26","sg","wallet","gbp"
"2390","8432","13307","2363","2025-01-06","grocery","8888.59","ae","contactless","eur"
"2391","15639","12689","7839","2025-09-08","travel","2332.32","mx","chip","eur"
"2392","3747","119","1213","2025-02-05","fuel","7731.88","br","manual_keyed","cad"
"2393","15312","249","2316","2025-05-21","cash_advance","8430.47","ae","wallet","cad"
"2394","8441","17662","9898","2025-02-16","electronics","3404.69","uk","ecommerce","gbp"
"2395","10509","14719","5271","2025-10-06","travel","9020.8","de","wallet","gbp"
"2396","17903","19331","9200","2025-07-17","fuel","6472.46","br","contactless","cad"
"2397","2785","23354","6484","2025-05-26","grocery","728.26","sg","chip","eur"
"2398","1967","18015","8262","2025-05-05","electronics","1385.59","ae","contactless","cad"
"2399","1470","14175","4940","2025-10-18","cash_advance","3519.32","de","chip","usd"
"2400","3779","17141","5431","2025-07-19","electronics","5027.63","fr","manual_keyed","cad"
"2401","15222","22866","11584","2025-03-27","jewelry","598.25","us","manual_keyed","cad"
"2402","7703","24231","1233","2025-11-30","cash_advance","9068.64","br","wallet","eur"
"2403","17469","4760","14646","2025-11-08","fuel","4447.06","de","chip","cad"
"2404","1584","8082","2070","2025-03-08","digital_services","7975.33","uk","ecommerce","gbp"
"2405","15643","12373","13510","2025-10-12","jewelry","4199.7","mx","chip","cad"
"2406","15651","9939","8340","2025-12-01","fuel","4861.11","uk","contactless","gbp"
"2407","497","10093","12962","2025-07-29","travel","6430.87","br","chip","cad"
"2408","12989","19380","14727","2025-06-12","gaming","321.78","mx","chip","eur"
"2409","11609","10227","1084","2025-04-25","fuel","3854.02","de","contactless","usd"
"2410","8744","16634","9718","2025-01-22","cash_advance","421.61","uk","manual_keyed","gbp"
"2411","7134","10669","7358","2025-06-26","cash_advance","2326.84","mx","chip","eur"
"2412","13360","14285","5227","2025-01-17","jewelry","3424.91","sg","chip","cad"
"2413","8563","3383","11947","2025-08-08","gaming","3052.96","de","manual_keyed","usd"
"2414","11615","16037","2861","2025-08-17","cash_advance","5534.99","mx","wallet","cad"
"2415","6740","14037","7962","2025-03-06","digital_services","8523.62","mx","chip","eur"
"2416","11203","12486","14910","2025-06-07","fuel","6277.14","sg","manual_keyed","gbp"
"2417","1245","10731","6420","2025-09-18","cash_advance","2998.65","us","ecommerce","cad"
"2418","12899","22431","1721","2025-06-27","fuel","8174.09","br","manual_keyed","gbp"
"2419","11312","6713","11567","2025-06-11","jewelry","7562.73","ae","wallet","gbp"
"2420","17961","16612","9947","2025-04-29","cash_advance","1192.02","uk","ecommerce","cad"
"2421","12869","10558","6875","2025-08-29","travel","3380.12","fr","wallet","eur"
"2422","14971","21631","14972","2025-02-21","electronics","3386.0","uk","wallet","usd"
"2423","656","16935","3961","2025-09-24","fuel","4609.79","de","contactless","eur"
"2424","17030","23752","2554","2025-12-08","electronics","8152.67","mx","contactless","eur"
"2425","2074","18534","107","2025-04-03","digital_services","2180.62","sg","chip","usd"
"2426","16965","9160","170","2025-11-12","fuel","17.39","uk","wallet","eur"
"2427","1960","14692","3633","2025-02-06","grocery","8353.32","ae","manual_keyed","cad"
"2428","14573","2910","386","2025-04-08","jewelry","4122.16","sg","contactless","cad"
"2429","13144","15053","13512","2025-03-04","gaming","4046.39","uk","manual_keyed","gbp"
"2430","13674","17481","10685","2025-07-04","grocery","7125.9","us","manual_keyed","usd"
"2431","14880","19891","1436","2025-10-01","electronics","7788.8","us","chip","cad"
"2432","4020","1690","3845","2025-03-27","jewelry","1759.28","fr","contactless","gbp"
"2433","15286","15867","11339","2025-12-13","gaming","3013.67","sg","manual_keyed","eur"
"2434","2829","20715","13167","2025-06-28","jewelry","7805.92","uk","chip","cad"
"2435","10019","8810","13943","2025-01-30","jewelry","5194.83","us","chip","gbp"
"2436","15036","21717","12457","2025-08-17","cash_advance","4711.55","de","manual_keyed","cad"
"2437","13465","16233","5149","2025-11-06","travel","817.95","br","chip","usd"
"2438","9479","10023","14866","2025-11-24","digital_services","8458.29","uk","manual_keyed","gbp"
"2439","15892","8528","3357","2025-09-27","gaming","6146.23","ae","contactless","eur"
"2440","10073","22133","8419","2025-05-12","grocery","9259.6","us","ecommerce","cad"
"2441","2216","18715","9717","2025-09-19","travel","531.89","uk","contactless","gbp"
"2442","8449","15468","2138","2025-08-15","electronics","584.26","uk","chip","gbp"
"2443","1184","10047","4953","2025-02-18","gaming","7881.86","uk","ecommerce","cad"
"2444","6147","21511","1532","2025-02-25","digital_services","6402.59","uk","ecommerce","gbp"
"2445","3636","20962","5099","2025-11-10","gaming","3518.85","sg","chip","usd"
"2446","15001","13399","11185","2025-02-08","fuel","6471.14","de","chip","cad"
"2447","5353","14361","3522","2025-07-19","jewelry","8887.8","uk","contactless","cad"
"2448","5095","19205","10189","2025-08-24","grocery","4401.56","sg","wallet","eur"
"2449","13329","7125","6257","2025-09-21","fuel","9351.04","mx","ecommerce","cad"
"2450","13199","13992","7357","2025-04-19","electronics","6952.44","br","chip","usd"
"2451","4961","4254","4554","2025-11-06","digital_services","1189.4","fr","manual_keyed","cad"
"2452","17288","4700","4302","2025-06-22","digital_services","6497.79","sg","manual_keyed","eur"
"2453","3473","3253","5001","2025-04-17","electronics","5982.87","fr","chip","gbp"
"2454","16178","24076","11073","2025-04-22","fuel","4233.19","sg","ecommerce","eur"
"2455","12712","2162","891","2025-11-10","digital_services","8591.33","br","wallet","usd"
"2456","13385","22989","2686","2025-06-25","gaming","377.4","uk","ecommerce","cad"
"2457","6592","3953","11222","2025-01-31","grocery","588.39","sg","ecommerce","gbp"
"2458","12564","16917","6048","2025-06-21","travel","6828.44","de","contactless","cad"
"2459","8729","14067","14284","2025-05-12","cash_advance","7594.68","us","contactless","cad"
"2460","14472","23461","10874","2025-07-03","travel","3332.44","mx","manual_keyed","usd"
"2461","7581","8393","5022","2025-04-01","jewelry","3344.93","br","manual_keyed","cad"
"2462","12849","41","12743","2025-08-11","fuel","2706.58","fr","contactless","gbp"
"2463","12733","22944","474","2025-12-12","fuel","6464.02","fr","chip","cad"
"2464","8522","10639","2988","2025-09-27","jewelry","5207.55","fr","wallet","cad"
"2465","588","9052","8766","2025-03-26","fuel","6271.81","sg","contactless","gbp"
"2466","15004","12426","10907","2025-12-15","cash_advance","4021.77","de","wallet","gbp"
"2467","13988","453","12440","2025-02-09","gaming","1462.44","ae","ecommerce","cad"
"2468","16728","21934","8103","2025-02-25","cash_advance","378.79","sg","ecommerce","usd"
"2469","13003","10002","8269","2025-08-20","gaming","1342.55","mx","chip","usd"
"2470","2580","16196","12821","2025-01-19","electronics","1947.98","fr","manual_keyed","usd"
"2471","1956","5535","11724","2025-12-11","grocery","504.03","fr","manual_keyed","gbp"
"2472","16748","3719","28","2025-01-26","electronics","8594.13","de","contactless","cad"
"2473","4567","8899","7135","2025-10-22","jewelry","1601.05","mx","ecommerce","gbp"
"2474","17003","17928","11082","2025-07-22","grocery","4083.52","ae","wallet","eur"
"2475","13231","801","6976","2025-12-11","fuel","5683.29","mx","wallet","cad"
"2476","15680","17110","1938","2025-03-10","gaming","8624.94","mx","contactless","cad"
"2477","13852","12022","13322","2025-06-29","gaming","7014.02","us","manual_keyed","usd"
"2478","9852","18264","10121","2025-04-06","gaming","278.14","us","manual_keyed","cad"
"2479","6461","9395","1926","2025-12-05","travel","9269.32","br","ecommerce","usd"
"2480","11451","14960","5751","2025-10-04","cash_advance","8836.04","sg","wallet","cad"
"2481","9282","6131","10059","2025-05-26","jewelry","9055.65","ae","manual_keyed","gbp"
"2482","5798","10097","12432","2025-05-17","digital_services","9389.66","sg","manual_keyed","usd"
"2483","875","1253","11283","2025-01-02","gaming","6231.02","fr","ecommerce","usd"
"2484","17340","647","10230","2025-06-10","fuel","1877.84","de","chip","cad"
"2485","6145","4602","10057","2025-03-10","cash_advance","4974.28","sg","contactless","usd"
"2486","106","428","7790","2025-08-20","fuel","4337.78","fr","contactless","usd"
"2487","15879","18991","11905","2025-04-05","fuel","1533.24","uk","manual_keyed","usd"
"2488","4456","12541","12489","2025-11-12","cash_advance","4461.44","ae","manual_keyed","gbp"
"2489","584","8891","13304","2025-05-31","fuel","2533.67","sg","ecommerce","usd"
"2490","3746","15061","11091","2025-07-16","digital_services","8541.9","de","ecommerce","gbp"
"2491","2110","22492","14499","2025-06-29","jewelry","7149.73","fr","contactless","cad"
"2492","3317","24005","10738","2025-07-04","electronics","3830.9","sg","chip","gbp"
"2493","16099","17544","6675","2025-08-08","travel","4832.18","ae","wallet","gbp"
"2494","9510","17585","361","2025-09-04","gaming","4211.71","ae","contactless","usd"
"2495","9972","10896","7968","2025-03-09","fuel","5671.83","ae","wallet","eur"
"2496","7927","3509","4106","2025-08-14","fuel","922.8","br","contactless","cad"
"2497","12204","20186","13201","2025-10-21","jewelry","7963.89","mx","chip","gbp"
"2498","15151","2415","5305","2025-01-31","cash_advance","5670.25","de","ecommerce","usd"
"2499","14588","1180","2311","2025-05-08","cash_advance","7739.03","uk","manual_keyed","cad"
"2500","5981","1226","11588","2025-10-30","jewelry","129.22","ae","contactless","eur"
"2501","10045","2982","13564","2025-11-03","digital_services","7083.63","br","ecommerce","gbp"
"2502","291","1432","13709","2025-06-29","cash_advance","4293.76","uk","manual_keyed","usd"
"2503","11465","10715","12070","2025-08-17","digital_services","5590.24","fr","contactless","usd"
"2504","9154","1070","14695","2025-04-08","electronics","8860.49","us","manual_keyed","eur"
"2505","17315","3515","4754","2025-10-29","jewelry","8083.49","sg","chip","gbp"
"2506","7184","13558","9607","2025-12-24","digital_services","8565.81","mx","manual_keyed","usd"
"2507","4617","20134","2625","2025-11-03","cash_advance","7501.41","br","wallet","eur"
"2508","15815","12006","3577","2025-09-24","electronics","659.58","sg","wallet","gbp"
"2509","16827","960","3055","2025-10-20","fuel","2997.28","us","ecommerce","eur"
"2510","7036","15580","10611","2025-12-23","cash_advance","8698.62","sg","contactless","gbp"
"2511","11330","3163","9395","2025-03-22","fuel","5518.72","sg","ecommerce","eur"
"2512","15545","1617","14240","2025-01-06","digital_services","8079.03","sg","wallet","eur"
"2513","12094","16363","4533","2025-02-14","cash_advance","8507.3","ae","ecommerce","gbp"
"2514","14655","13642","14224","2025-01-21","travel","4258.61","ae","manual_keyed","eur"
"2515","11562","12359","6506","2025-06-01","electronics","2702.06","sg","ecommerce","cad"
"2516","4341","17254","14251","2025-02-14","jewelry","8771.37","mx","chip","usd"
"2517","15822","18323","1924","2025-03-20","jewelry","2972.06","fr","wallet","usd"
"2518","3715","23020","868","2025-12-19","jewelry","2397.39","mx","ecommerce","usd"
"2519","1111","6620","591","2025-10-17","digital_services","1113.39","ae","contactless","eur"
"2520","12115","4656","14848","2025-09-12","jewelry","6767.86","de","chip","eur"
"2521","8190","18250","14613","2025-05-13","travel","589.46","ae","chip","cad"
"2522","8772","14208","5086","2025-08-18","digital_services","6974.79","fr","contactless","eur"
"2523","14148","24061","11176","2025-03-17","fuel","3858.07","uk","chip","usd"
"2524","5185","10568","9993","2025-10-10","digital_services","5707.35","fr","chip","usd"
"2525","13023","17050","12672","2025-09-01","grocery","7675.46","fr","manual_keyed","usd"
"2526","8905","7580","11446","2025-06-02","electronics","4310.51","mx","chip","usd"
"2527","13183","6867","2030","2025-11-03","digital_services","593.51","sg","wallet","gbp"
"2528","3172","19074","8020","2025-05-07","grocery","6331.86","sg","contactless","cad"
"2529","2633","2309","6619","2025-09-12","electronics","6093.96","de","wallet","eur"
"2530","12115","10124","14808","2025-11-02","cash_advance","2137.07","br","contactless","usd"
"2531","3752","8466","8406","2025-12-26","grocery","7360.07","de","contactless","gbp"
"2532","6459","20435","10558","2025-04-22","gaming","769.61","uk","manual_keyed","eur"
"2533","16072","10413","7670","2025-07-18","jewelry","3625.39","uk","chip","gbp"
"2534","16452","7568","8686","2025-01-26","jewelry","7991.98","br","chip","eur"
"2535","1926","16059","10621","2025-12-01","fuel","4409.37","br","contactless","eur"
"2536","14731","2214","362","2025-10-09","cash_advance","2548.65","de","manual_keyed","usd"
"2537","11667","6113","13727","2025-03-05","gaming","7673.81","uk","manual_keyed","cad"
"2538","10705","10368","11527","2025-09-30","cash_advance","7215.24","fr","manual_keyed","usd"
"2539","17457","22074","780","2025-04-15","fuel","7744.0","us","ecommerce","usd"
"2540","12799","20884","4975","2025-08-24","cash_advance","1439.88","mx","manual_keyed","eur"
"2541","6071","16343","1768","2025-05-03","jewelry","6568.38","us","wallet","gbp"
"2542","4298","18063","1391","2025-05-13","travel","8073.98","us","wallet","cad"
"2543","1052","9915","2762","2025-04-23","digital_services","6637.93","br","contactless","cad"
"2544","12048","16198","14852","2025-08-26","grocery","2198.73","de","ecommerce","gbp"
"2545","8251","9018","371","2025-01-07","cash_advance","381.7","ae","ecommerce","usd"
"2546","2823","13553","13093","2025-09-30","travel","6636.06","sg","ecommerce","eur"
"2547","3876","16526","9945","2025-11-21","gaming","7958.74","us","wallet","usd"
"2548","12525","11789","1003","2025-06-12","fuel","371.38","sg","wallet","cad"
"2549","13419","24041","6670","2025-06-02","cash_advance","60.96","mx","ecommerce","usd"
"2550","4193","3493","7571","2025-06-01","cash_advance","6792.23","ae","ecommerce","eur"
"2551","13425","3728","4979","2025-04-28","cash_advance","6597.11","uk","wallet","gbp"
"2552","6811","20294","931","2025-08-13","digital_services","7311.43","sg","ecommerce","cad"
"2553","6402","5173","9646","2025-10-20","electronics","5697.01","ae","manual_keyed","usd"
"2554","5380","21425","2815","2025-09-15","electronics","3041.6","us","chip","eur"
"2555","3460","13581","640","2025-05-06","grocery","1427.41","fr","contactless","eur"
"2556","6482","12964","9452","2025-12-15","travel","145.31","mx","manual_keyed","cad"
"2557","4768","5181","9006","2025-08-21","cash_advance","4899.67","fr","chip","gbp"
"2558","17414","24168","1608","2025-04-29","fuel","8509.49","ae","ecommerce","gbp"
"2559","13784","13950","11222","2025-10-25","electronics","2908.33","mx","ecommerce","cad"
"2560","11602","22477","12689","2025-05-09","jewelry","167.35","de","contactless","gbp"
"2561","983","14539","6768","2025-12-27","cash_advance","4112.36","br","wallet","gbp"
"2562","15046","1222","8019","2025-12-18","electronics","4570.43","mx","chip","eur"
"2563","106","21355","10323","2025-04-16","electronics","7344.2","uk","ecommerce","gbp"
"2564","14425","10831","2831","2025-12-30","gaming","4988.56","fr","contactless","usd"
"2565","422","7772","5203","2025-03-26","grocery","8990.0","uk","chip","cad"
"2566","5437","24269","14062","2025-06-18","electronics","8049.66","de","contactless","usd"
"2567","122","5532","13795","2025-06-22","cash_advance","2709.63","mx","chip","cad"
"2568","10132","10187","3568","2025-11-22","cash_advance","5667.74","br","wallet","cad"
"2569","4701","9664","7672","2025-03-19","travel","804.54","sg","chip","eur"
"2570","6222","15153","4075","2025-03-07","electronics","207.21","fr","wallet","usd"
"2571","5229","22360","10884","2025-09-18","grocery","3860.09","us","contactless","gbp"
"2572","15408","5019","6926","2025-05-10","digital_services","8727.26","uk","contactless","usd"
"2573","17148","23788","11950","2025-12-01","travel","916.6","ae","wallet","eur"
"2574","13082","14011","3112","2025-09-08","electronics","2739.83","uk","wallet","eur"
"2575","1293","21188","8912","2025-09-12","jewelry","5360.66","fr","manual_keyed","gbp"
"2576","1689","9161","11697","2025-10-14","grocery","2968.46","br","ecommerce","usd"
"2577","11740","1348","3493","2025-05-31","electronics","8138.18","us","contactless","eur"
"2578","12759","9269","5091","2025-06-07","jewelry","3197.97","sg","manual_keyed","gbp"
"2579","3225","3719","12260","2025-11-10","cash_advance","6325.3","mx","wallet","usd"
"2580","15910","6303","11268","2025-03-19","jewelry","4871.48","fr","chip","usd"
"2581","8619","4415","8191","2025-10-02","electronics","6724.05","de","ecommerce","usd"
"2582","8582","3832","12548","2025-08-19","grocery","2697.59","us","wallet","gbp"
"2583","8275","3785","7491","2025-10-13","gaming","9399.43","de","wallet","gbp"
"2584","1274","4967","3042","2025-04-14","fuel","4196.68","mx","manual_keyed","cad"
"2585","13407","6801","14889","2025-07-30","jewelry","7965.07","br","manual_keyed","cad"
"2586","16052","11828","13617","2025-10-25","jewelry","1091.02","br","ecommerce","eur"
"2587","1317","3413","4311","2025-12-19","electronics","7949.32","br","manual_keyed","cad"
"2588","4075","7245","4934","2025-01-14","grocery","2088.8","sg","contactless","eur"
"2589","3661","19600","12535","2025-09-05","electronics","7644.39","de","contactless","gbp"
"2590","10617","21176","7813","2025-10-15","digital_services","4968.6","fr","wallet","eur"
"2591","17297","14754","1919","2025-04-16","digital_services","5999.12","us","manual_keyed","eur"
"2592","13586","10477","89","2025-12-10","fuel","8965.07","us","manual_keyed","usd"
"2593","596","6987","6916","2025-08-24","fuel","6736.03","mx","manual_keyed","cad"
"2594","5743","18678","1600","2025-11-25","grocery","635.16","sg","chip","gbp"
"2595","13829","6350","10896","2025-11-07","electronics","6227.4","mx","manual_keyed","cad"
"2596","11748","8102","14158","2025-06-26","fuel","5523.81","uk","wallet","gbp"
"2597","15975","9022","7332","2025-07-04","jewelry","4088.19","us","contactless","eur"
"2598","12586","17479","4081","2025-03-11","jewelry","7028.6","us","ecommerce","cad"
"2599","3082","1266","5780","2025-08-01","cash_advance","5515.47","uk","chip","usd"
"2600","10935","6313","13153","2025-10-15","grocery","758.87","sg","chip","usd"
"2601","9733","22667","960","2025-01-20","jewelry","2041.35","fr","chip","usd"
"2602","9967","19542","13902","2025-06-22","grocery","7085.92","br","manual_keyed","gbp"
"2603","620","10038","7107","2025-12-04","fuel","5536.26","mx","wallet","gbp"
"2604","8613","8796","9686","2025-02-04","digital_services","2415.63","uk","wallet","cad"
"2605","1584","5081","10806","2025-12-26","gaming","2165.89","de","contactless","cad"
"2606","3987","6682","5169","2025-07-17","travel","7089.75","mx","ecommerce","eur"
"2607","6473","22377","7875","2025-06-09","fuel","7225.33","us","ecommerce","eur"
"2608","4121","19394","750","2025-02-23","cash_advance","4300.81","de","contactless","cad"
"2609","16244","5555","13341","2025-07-03","electronics","6291.5","de","manual_keyed","cad"
"2610","14501","17785","14787","2025-03-16","gaming","2761.79","fr","manual_keyed","cad"
"2611","3205","15823","2289","2025-02-13","grocery","3268.99","de","ecommerce","gbp"
"2612","17986","21436","11396","2025-02-16","jewelry","5026.23","sg","wallet","eur"
"2613","2820","3601","2757","2025-03-29","cash_advance","9113.78","fr","ecommerce","gbp"
"2614","487","9243","13187","2025-12-21","grocery","798.75","ae","manual_keyed","gbp"
"2615","16910","4715","13422","2025-08-19","digital_services","8958.76","us","wallet","cad"
"2616","16138","4320","1988","2025-06-21","gaming","8014.34","fr","chip","gbp"
"2617","6353","10983","9188","2025-05-25","digital_services","9366.38","de","contactless","cad"
"2618","7222","19214","10972","2025-04-21","gaming","1532.27","br","contactless","eur"
"2619","16365","11404","13094","2025-02-09","gaming","7663.08","sg","wallet","gbp"
"2620","13220","5446","13075","2025-11-18","fuel","1304.07","de","wallet","eur"
"2621","17078","20635","8665","2025-06-01","cash_advance","3915.82","uk","wallet","usd"
"2622","15545","23594","13647","2025-08-27","jewelry","4799.34","ae","contactless","cad"
"2623","14947","15212","5284","2025-05-11","digital_services","8167.21","br","chip","cad"
"2624","13372","4344","1921","2025-01-14","digital_services","5894.57","de","chip","eur"
"2625","12527","6411","8441","2025-11-05","jewelry","9305.69","us","wallet","eur"
"2626","12326","1043","5824","2025-01-19","jewelry","5040.25","sg","contactless","gbp"
"2627","3709","11181","11357","2025-01-29","fuel","6657.38","us","ecommerce","gbp"
"2628","1608","16253","9742","2025-09-20","gaming","9299.32","ae","contactless","gbp"
"2629","13412","12755","6087","2025-09-14","fuel","7054.72","sg","wallet","gbp"
"2630","9129","4175","6133","2025-04-04","grocery","5477.68","ae","contactless","eur"
"2631","596","370","2085","2025-09-25","travel","821.38","mx","manual_keyed","usd"
"2632","1574","768","379","2025-06-21","digital_services","5400.84","fr","chip","eur"
"2633","12362","5703","13164","2025-07-04","digital_services","1800.22","ae","wallet","cad"
"2634","157","24005","7817","2025-04-21","jewelry","4188.26","de","contactless","cad"
"2635","10631","24255","5456","2025-10-04","cash_advance","5136.84","uk","ecommerce","usd"
"2636","5651","4887","14752","2025-12-14","fuel","2104.46","sg","chip","usd"
"2637","16622","11199","3191","2025-01-28","cash_advance","6706.9","mx","manual_keyed","usd"
"2638","11706","22188","5584","2025-09-17","fuel","873.7","us","ecommerce","gbp"
"2639","9417","18553","5165","2025-03-14","grocery","669.95","uk","contactless","eur"
"2640","246","23859","14397","2025-05-23","grocery","5126.22","ae","contactless","eur"
"2641","17545","14208","4947","2025-07-09","jewelry","6016.51","de","chip","usd"
"2642","6724","12398","5589","2025-06-29","fuel","1682.35","br","ecommerce","gbp"
"2643","9836","19608","17","2025-01-25","grocery","1337.73","uk","manual_keyed","usd"
"2644","1455","16396","7294","2025-10-14","electronics","4053.2","ae","wallet","cad"
