fraud_case_id,transaction_id,alert_date,fraud_type,investigation_status,chargeback_amount,loss_amount,model_score
734,51960,2025-03-22,account_takeover,recovered,818.74,988.28,0.423
735,64436,2025-03-08,account_takeover,false_positive,2723.98,2169.77,0.08
736,44445,2025-09-09,counterfeit,under_review,498.47,5658.4,0.198
737,35380,2025-09-13,identity_theft,false_positive,6408.18,4946.28,0.914
738,12413,2025-03-23,friendly_fraud,false_positive,1865.03,1204.58,0.603
739,34241,2025-08-04,identity_theft,recovered,1504.25,5657.5,0.995
740,33770,2025-12-08,account_takeover,false_positive,6536.41,2291.1,0.023
741,72506,2025-10-31,counterfeit,under_review,1077.9,5646.01,0.666
742,126239,2025-09-01,identity_theft,recovered,1424.97,2223.49,0.227
743,8705,2025-01-16,merchant_collusion,under_review,329.15,3911.16,0.788
744,9803,2025-06-04,card_not_present,confirmed_fraud,5135.74,4791.91,0.779
745,142298,2025-04-08,counterfeit,under_review,3207.68,3051.94,0.274
746,93191,2025-06-28,card_not_present,confirmed_fraud,2531.32,5029.23,0.218
747,129631,2025-03-25,identity_theft,under_review,2935.14,2653.63,0.717
748,40125,2025-01-30,counterfeit,recovered,4485.31,2125.46,0.334
749,170489,2025-06-19,card_not_present,recovered,4406.78,2296.79,0.658
750,86573,2025-07-05,merchant_collusion,under_review,3334.39,1543.16,0.666
751,9977,2025-01-04,counterfeit,confirmed_fraud,5182.83,167.79,0.937
752,137985,2025-06-19,card_not_present,under_review,7606.22,2351.38,0.242
753,37426,2025-07-18,card_not_present,false_positive,4379.24,4879.67,0.587
754,164227,2025-08-23,identity_theft,under_review,6752.45,4287.01,0.374
755,94257,2025-04-23,card_not_present,under_review,80.01,1124.14,0.378
756,138128,2025-01-02,counterfeit,under_review,4508.92,2514.05,0.963
757,42071,2025-07-08,counterfeit,under_review,110.1,5686.41,0.896
758,58262,2025-01-06,friendly_fraud,false_positive,3157.84,4004.99,0.978
759,68975,2025-07-10,counterfeit,false_positive,1126.68,2809.9,0.321
760,25790,2025-12-02,card_not_present,under_review,5519.01,1707.11,0.638
761,28128,2025-10-08,card_not_present,under_review,1458.38,3143.19,0.3
762,132119,2025-01-04,account_takeover,confirmed_fraud,2922.22,1116.42,0.519
763,131818,2025-08-25,card_not_present,false_positive,1664.39,1705.6,0.713
764,38938,2025-11-22,friendly_fraud,recovered,5598.19,600.31,0.439
765,58932,2025-02-20,friendly_fraud,confirmed_fraud,3419.02,1289.88,0.336
766,8311,2025-09-28,identity_theft,false_positive,894.43,3125.01,0.596
767,15076,2025-11-24,merchant_collusion,confirmed_fraud,2464.9,4599.7,0.799
768,10742,2025-08-06,account_takeover,confirmed_fraud,6977.55,5140.11,0.153
769,144887,2025-09-09,card_not_present,confirmed_fraud,5986.3,3913.57,0.15
770,103442,2025-12-24,account_takeover,under_review,1395.21,5392.09,0.48
771,52103,2025-02-21,account_takeover,under_review,2587.2,392.69,0.994
772,126113,2025-05-17,merchant_collusion,false_positive,5808.08,3345.75,0.292
773,70888,2025-12-01,merchant_collusion,recovered,5162.69,5290.77,0.022
774,117298,2025-12-31,identity_theft,recovered,2543.26,3145.92,0.881
775,50884,2025-06-07,identity_theft,under_review,4120.67,4979.7,0.91
776,88759,2025-10-02,card_not_present,recovered,2343.47,5913.23,0.4
777,140295,2025-09-29,account_takeover,false_positive,399.69,5948.35,0.118
778,25210,2025-07-30,friendly_fraud,confirmed_fraud,7250.06,3274.6,0.449
779,136844,2025-01-29,identity_theft,under_review,2455.89,688.12,0.588
780,127138,2025-12-17,identity_theft,confirmed_fraud,2990.55,4724.57,0.82
781,79871,2025-09-29,card_not_present,false_positive,1257.4,4946.4,0.953
782,137430,2025-05-21,friendly_fraud,false_positive,5311.27,5407.77,0.017
783,107533,2025-09-02,merchant_collusion,recovered,3563.16,4665.07,0.658
784,153174,2025-05-08,identity_theft,confirmed_fraud,1627.99,5979.49,0.662
785,177923,2025-01-21,counterfeit,confirmed_fraud,5247.09,3916.66,0.564
786,59232,2025-06-02,identity_theft,false_positive,827.97,656.66,0.686
787,175820,2025-09-02,account_takeover,false_positive,4.14,3494.16,0.627
788,64025,2025-12-20,merchant_collusion,under_review,237.67,510.49,0.368
789,104818,2025-06-05,account_takeover,confirmed_fraud,3777.01,2169.85,0.564
790,65406,2025-08-08,account_takeover,recovered,1600.8,1303.07,0.017
791,170148,2025-05-29,merchant_collusion,recovered,2605.32,2463.76,0.987
792,34031,2025-01-09,merchant_collusion,confirmed_fraud,6648.68,5315.96,0.873
793,12511,2025-03-23,account_takeover,confirmed_fraud,4473.51,633.88,0.894
794,105106,2025-06-13,card_not_present,false_positive,1389.54,4373.05,0.263
795,6,2025-08-20,merchant_collusion,recovered,3557.58,5827.21,0.987
796,45866,2025-01-25,identity_theft,confirmed_fraud,7854.45,3717.29,0.447
797,170062,2025-06-15,card_not_present,under_review,5743.76,4252.37,0.51
798,125870,2025-02-08,friendly_fraud,under_review,3424.29,1922.35,0.714
799,99786,2025-02-09,identity_theft,under_review,7218.29,3976.71,0.272
800,1950,2025-01-31,friendly_fraud,confirmed_fraud,1964.54,3388.85,0.4
801,48840,2025-05-02,card_not_present,confirmed_fraud,707.33,1687.94,0.669
802,32680,2025-11-07,counterfeit,under_review,1184.96,319.33,0.042
803,12311,2025-05-01,counterfeit,false_positive,615.42,5451.8,0.78
804,84740,2025-03-06,counterfeit,confirmed_fraud,6053.36,196.13,0.972
805,155917,2025-06-30,account_takeover,confirmed_fraud,3499.83,5364.05,0.91
806,48302,2025-03-14,friendly_fraud,false_positive,6501.81,3943.94,0.926
807,168744,2025-10-27,card_not_present,false_positive,4416.41,2933.93,0.9
808,131631,2025-06-24,friendly_fraud,under_review,5406.37,2861.96,0.254
809,39961,2025-08-08,merchant_collusion,confirmed_fraud,1973.5,1551.57,0.554
810,21195,2025-10-26,account_takeover,false_positive,7604.46,2671.76,0.225
811,170332,2025-02-06,counterfeit,false_positive,949.23,3124.05,0.524
812,153383,2025-10-03,account_takeover,false_positive,5759.76,3715.48,0.77
813,123910,2025-09-07,card_not_present,confirmed_fraud,2269.58,129.68,0.822
814,131518,2025-01-16,merchant_collusion,under_review,1555.1,3089.3,0.659
815,150298,2025-09-27,counterfeit,false_positive,7138.77,4508.8,0.826
816,49861,2025-10-22,account_takeover,under_review,6945.5,374.81,0.327
817,170116,2025-12-15,counterfeit,recovered,3255.42,4097.58,0.32
818,51321,2025-02-09,identity_theft,recovered,7962.96,1741.49,0.055
819,136024,2025-01-17,counterfeit,under_review,1210.94,5842.33,0.131
820,177089,2025-09-06,friendly_fraud,recovered,3929.66,4759.65,0.023
821,18917,2025-04-29,counterfeit,recovered,2770.98,1844.46,0.914
822,93273,2025-09-01,merchant_collusion,recovered,2044.88,3226.78,0.165
823,121374,2025-12-17,friendly_fraud,false_positive,784.32,9.97,0.401
824,45752,2025-07-31,merchant_collusion,confirmed_fraud,973.04,3944.68,0.436
825,161190,2025-01-14,merchant_collusion,under_review,1360.6,5943.33,0.922
826,140338,2025-01-17,account_takeover,false_positive,6937.58,1531.44,0.645
827,48572,2025-11-30,account_takeover,under_review,1230.97,3677.46,0.292
828,129067,2025-10-26,card_not_present,confirmed_fraud,3457.65,3541.86,0.071
829,49780,2025-01-06,friendly_fraud,recovered,2023.38,166.93,0.66
830,47781,2025-11-20,identity_theft,confirmed_fraud,6882.0,1164.07,0.866
831,32282,2025-10-31,identity_theft,under_review,6477.18,186.96,0.074
832,101508,2025-10-13,merchant_collusion,confirmed_fraud,4000.57,2897.68,0.141
833,48784,2025-10-29,counterfeit,recovered,413.83,5513.37,0.39
834,151662,2025-07-05,counterfeit,under_review,7751.99,5868.09,0.133
835,140007,2025-07-02,friendly_fraud,recovered,6609.51,4329.21,0.343
836,167951,2025-12-01,merchant_collusion,under_review,1876.25,5505.96,0.639
837,72048,2025-02-08,card_not_present,confirmed_fraud,6930.87,953.45,0.527
838,36597,2025-09-04,account_takeover,recovered,670.02,1568.34,0.094
839,32484,2025-10-02,friendly_fraud,recovered,1198.18,385.29,0.176
840,37089,2025-04-24,account_takeover,confirmed_fraud,5945.03,887.61,0.284
841,34212,2025-06-20,account_takeover,confirmed_fraud,4434.92,754.89,0.172
842,123779,2025-05-19,friendly_fraud,confirmed_fraud,158.6,5125.76,0.149
843,145770,2025-09-21,identity_theft,false_positive,7092.62,4323.74,0.773
844,34892,2025-02-07,friendly_fraud,false_positive,2476.61,1763.92,0.929
845,27872,2025-04-05,friendly_fraud,under_review,2725.61,5947.77,0.566
846,131026,2025-01-11,account_takeover,under_review,7103.77,3353.96,0.368
847,45230,2025-08-21,friendly_fraud,false_positive,5757.27,5105.82,0.409
848,119852,2025-06-07,merchant_collusion,under_review,894.43,5233.65,0.052
849,170312,2025-12-12,merchant_collusion,recovered,5713.76,2887.93,0.063
850,132506,2025-12-29,merchant_collusion,confirmed_fraud,3359.03,2660.21,0.468
851,56819,2025-02-21,card_not_present,false_positive,4229.47,4915.23,0.598
852,132063,2025-01-25,identity_theft,confirmed_fraud,6305.34,4739.11,0.372
853,100814,2025-10-26,identity_theft,confirmed_fraud,893.54,5680.15,0.895
854,165080,2025-10-20,identity_theft,false_positive,7532.84,4439.27,0.059
855,144588,2025-02-18,friendly_fraud,confirmed_fraud,5093.2,5839.94,0.177
856,10874,2025-02-20,merchant_collusion,recovered,3423.73,638.88,0.451
857,8525,2025-10-14,merchant_collusion,recovered,570.77,4528.56,0.806
858,35251,2025-05-21,account_takeover,under_review,1070.87,1335.43,0.655
859,140066,2025-10-20,friendly_fraud,under_review,268.88,4753.02,0.246
860,81353,2025-05-03,friendly_fraud,confirmed_fraud,364.38,5053.95,0.032
861,73732,2025-07-20,merchant_collusion,under_review,2715.75,5317.35,0.303
862,46812,2025-04-01,identity_theft,under_review,4127.8,1824.84,0.984
863,51908,2025-09-12,friendly_fraud,confirmed_fraud,2208.61,1687.74,0.553
864,176546,2025-04-21,identity_theft,confirmed_fraud,3555.75,1448.43,0.58
865,101980,2025-05-29,card_not_present,false_positive,2817.6,2936.18,0.721
866,112479,2025-12-03,counterfeit,under_review,7899.35,3296.69,0.036
867,147087,2025-09-23,card_not_present,false_positive,1365.8,2156.56,0.365
868,1129,2025-01-31,merchant_collusion,under_review,7650.49,1323.11,0.798
869,70575,2025-05-05,identity_theft,under_review,3881.46,2336.41,0.204
870,6026,2025-10-25,merchant_collusion,confirmed_fraud,5714.94,3572.21,0.399
871,9975,2025-08-09,friendly_fraud,under_review,1165.03,3514.53,0.101
872,164885,2025-11-08,counterfeit,under_review,5897.72,4833.07,0.744
873,53170,2025-02-08,account_takeover,under_review,7484.39,1856.11,0.776
874,65355,2025-07-02,counterfeit,confirmed_fraud,3848.84,4942.44,0.692
875,13419,2025-09-11,account_takeover,recovered,1294.48,2714.45,0.593
876,73300,2025-01-14,friendly_fraud,false_positive,7506.7,94.56,0.773
877,163870,2025-09-03,friendly_fraud,recovered,3664.57,2089.78,0.436
878,109312,2025-05-22,friendly_fraud,false_positive,1162.38,5551.06,0.307
879,76565,2025-06-11,counterfeit,confirmed_fraud,7482.83,2958.04,0.537
880,29892,2025-11-24,card_not_present,recovered,2688.13,47.71,0.847
881,83629,2025-06-11,counterfeit,confirmed_fraud,1106.14,4874.47,0.077
882,65189,2025-12-20,account_takeover,confirmed_fraud,1586.62,3712.9,0.879
883,45832,2025-05-29,identity_theft,confirmed_fraud,6909.32,2074.8,0.373
884,164035,2025-12-15,card_not_present,false_positive,2924.52,1156.38,0.894
885,38574,2025-04-14,merchant_collusion,confirmed_fraud,2954.69,5183.81,0.225
886,152609,2025-11-17,card_not_present,confirmed_fraud,6255.1,4788.48,0.964
887,125092,2025-02-22,friendly_fraud,false_positive,7158.11,3391.07,0.979
888,60070,2025-11-26,card_not_present,confirmed_fraud,4574.79,793.6,0.485
889,26108,2025-08-02,identity_theft,confirmed_fraud,7154.53,2077.43,0.664
890,70495,2025-03-11,friendly_fraud,false_positive,7224.06,652.41,0.018
891,75388,2025-11-03,merchant_collusion,false_positive,7607.03,5872.66,0.295
892,148786,2025-09-01,card_not_present,under_review,2650.31,2807.74,0.073
893,160544,2025-10-25,card_not_present,recovered,7836.51,2680.58,0.324
894,137466,2025-06-23,account_takeover,confirmed_fraud,6562.42,5294.9,0.678
895,76389,2025-09-03,account_takeover,false_positive,399.24,1057.32,0.176
896,111201,2025-10-04,friendly_fraud,false_positive,4359.72,3181.95,0.381
897,40372,2025-11-22,account_takeover,recovered,5660.34,2586.77,0.064
898,25056,2025-03-07,identity_theft,under_review,6877.17,5984.4,0.689
899,22804,2025-09-17,card_not_present,false_positive,3709.97,983.9,0.753
900,128803,2025-01-14,merchant_collusion,under_review,3976.1,4763.35,0.245
901,159717,2025-02-26,card_not_present,under_review,1210.62,3085.27,0.099
902,83111,2025-10-07,account_takeover,recovered,1346.34,5240.67,0.825
903,67410,2025-07-04,account_takeover,under_review,4456.8,1575.57,0.927
904,39623,2025-07-10,identity_theft,false_positive,1267.71,1377.94,0.534
905,31313,2025-05-08,identity_theft,confirmed_fraud,4799.07,997.65,0.103
906,103577,2025-06-09,card_not_present,confirmed_fraud,7281.77,2711.36,0.475
907,47255,2025-03-15,friendly_fraud,false_positive,3609.5,2933.26,0.118
908,8569,2025-09-07,friendly_fraud,confirmed_fraud,4311.34,1795.31,0.507
909,93629,2025-02-01,card_not_present,recovered,7305.73,3977.56,0.955
910,24140,2025-03-14,identity_theft,under_review,1717.82,1261.24,0.933
911,109667,2025-07-09,merchant_collusion,under_review,7208.32,2983.6,0.305
912,51344,2025-10-14,identity_theft,recovered,7767.76,3281.48,0.753
913,99218,2025-12-06,merchant_collusion,recovered,1474.45,2184.69,0.624
914,98408,2025-01-27,account_takeover,recovered,4755.51,1971.71,0.824
915,172265,2025-05-14,identity_theft,under_review,3972.66,5718.79,0.298
916,146214,2025-12-18,card_not_present,recovered,2662.0,2171.11,0.669
917,153388,2025-07-09,counterfeit,recovered,5396.12,1638.73,0.753
918,39318,2025-09-21,identity_theft,recovered,5550.2,3402.81,0.526
919,109833,2025-09-15,card_not_present,confirmed_fraud,4607.46,357.59,0.93
920,50538,2025-01-15,merchant_collusion,false_positive,5553.35,1860.99,0.489
921,144245,2025-02-22,friendly_fraud,recovered,7754.8,2422.33,0.917
922,52341,2025-03-23,friendly_fraud,under_review,3387.01,2826.09,0.46
923,123386,2025-06-30,counterfeit,confirmed_fraud,3015.93,1317.71,0.32
924,129483,2025-03-10,card_not_present,confirmed_fraud,5111.97,2688.24,0.136
925,81653,2025-04-24,account_takeover,under_review,419.06,3600.26,0.912
926,97183,2025-01-20,card_not_present,under_review,1914.63,2395.73,0.298
927,6534,2025-03-05,account_takeover,under_review,7075.29,2892.34,0.042
928,47932,2025-12-11,card_not_present,recovered,7293.47,5358.56,0.044
929,115861,2025-11-01,card_not_present,false_positive,4953.44,2275.95,0.853
930,126274,2025-06-20,friendly_fraud,recovered,5954.52,3971.82,0.766
931,158629,2025-04-20,friendly_fraud,false_positive,4853.55,1371.74,0.307
932,106660,2025-10-10,account_takeover,false_positive,5313.53,2040.22,0.547
933,145806,2025-01-08,friendly_fraud,confirmed_fraud,2286.64,5931.08,0.148
934,66158,2025-06-19,identity_theft,confirmed_fraud,7848.63,3263.73,0.728
935,13111,2025-03-29,friendly_fraud,false_positive,6985.03,5577.2,0.839
936,17378,2025-11-18,merchant_collusion,false_positive,1410.62,126.55,0.992
937,75497,2025-04-15,counterfeit,under_review,4767.48,2597.14,0.63
938,59690,2025-09-14,friendly_fraud,under_review,3497.91,709.29,0.559
939,108238,2025-12-15,identity_theft,recovered,4334.39,4821.32,0.033
940,52536,2025-01-06,card_not_present,recovered,7126.12,567.51,0.253
941,13750,2025-08-13,identity_theft,false_positive,3439.83,3676.83,0.888
942,119047,2025-05-20,merchant_collusion,recovered,5179.59,2915.47,0.898
943,14841,2025-01-21,friendly_fraud,recovered,1710.67,2550.01,0.991
944,20320,2025-09-05,card_not_present,false_positive,6886.32,4179.31,0.916
945,47896,2025-02-04,account_takeover,confirmed_fraud,2665.12,4837.61,0.785
946,17664,2025-12-28,card_not_present,recovered,2675.0,585.5,0.721
947,117429,2025-11-21,friendly_fraud,recovered,5980.55,5312.28,0.275
948,109861,2025-06-29,card_not_present,false_positive,1673.21,761.16,0.348
949,8468,2025-07-12,account_takeover,under_review,2153.72,3897.45,0.745
950,133327,2025-02-06,merchant_collusion,recovered,2099.09,354.06,0.535
951,56221,2025-10-08,merchant_collusion,false_positive,7426.18,1478.79,0.592
952,120167,2025-02-09,counterfeit,under_review,5892.39,2318.73,0.842
953,40506,2025-07-13,card_not_present,false_positive,1808.18,5179.07,0.882
954,71766,2025-08-23,account_takeover,recovered,7192.67,3102.99,0.685
955,43052,2025-03-23,merchant_collusion,false_positive,7928.05,5780.56,0.603
956,58196,2025-08-03,counterfeit,confirmed_fraud,6168.81,340.64,0.624
957,140219,2025-01-03,card_not_present,recovered,3729.1,5066.98,0.231
958,163957,2025-04-25,counterfeit,recovered,1745.21,4488.47,0.512
959,13788,2025-12-26,friendly_fraud,under_review,1923.8,2843.34,0.713
960,106075,2025-06-02,card_not_present,confirmed_fraud,7368.9,505.32,0.245
961,35093,2025-09-26,card_not_present,under_review,1671.85,4189.43,0.179
962,149202,2025-04-30,merchant_collusion,false_positive,5890.21,2600.33,0.367
963,6647,2025-01-10,card_not_present,false_positive,3190.62,4096.68,0.833
964,28249,2025-07-07,counterfeit,under_review,6839.79,2403.94,0.757
965,5013,2025-12-16,merchant_collusion,recovered,230.67,4538.08,0.6
966,95005,2025-10-20,card_not_present,under_review,6441.31,5745.64,0.855
967,19707,2025-02-03,card_not_present,recovered,5322.68,144.44,0.881
